"","x"
"1",0.840730978257721
"2",0.0823685537246785
"3",0.0544772030970262
"4",-0.0459198219038725
"5",-0.0650664861402935
"6",0.0176336704164327
"7",0.0151729614592596
"8",0.0130102792182924
"9",0.00400472521065347
"10",0.0116588586033635
