"","x"
"1",0.864912122934432
"2",0.0416204802977885
"3",0.109032506857348
"4",-0.0394676676731999
"5",-0.0984581306720232
"6",0.0140875128539436
"7",0.0105696739844133
"8",0.00970701241460573
"9",0.00379118687662267
"10",0.0150566611768418
