"","x"
"1",0.674550781343094
"2",0.253055924758867
"3",0.0292158972885924
"4",-0.153595524501326
"5",-0.031489665433696
"6",0.015909079230542
"7",0.248340349148972
"8",-0.00388006195427037
"9",-0.102318441522746
"10",0.0151698315792057
"11",0.0156407887438203
"12",0.012690538177824
"13",0.014511964209034
"14",0.0022461337949227
"15",0.0122069379300967
"16",0.0143619291484002
"17",0.0206415263904375
"18",0.0185029534188148
