"","x"
"1",0.636668054183676
"2",0.23489008667141
"3",-0.0168849119963431
"4",-0.0938646965249852
"5",-0.0314518660605647
"6",0.06290168280841
"7",0.213462866887062
"8",0.020569723640128
"9",-0.102512402495679
"10",0.013789444872819
"11",0.0154750133341374
"12",0.0116183964843292
"13",0.0147887980136186
"14",0.00362630762947612
"15",0.0112394294345149
"16",0.0138625943413289
"17",0.0204159332618977
"18",0.0209389195354834
