"","x"
"1",0.655128914894328
"2",0.275634522454095
"3",-0.00158919640643691
"4",-0.125804068272113
"5",-0.0265177335049654
"6",0.0621935042948708
"7",0.202816305009751
"8",0.0220907910491509
"9",-0.130996949081188
"10",0.0215089229896725
"11",0.0241036290657446
"12",0.02116522717595
"13",0.0218045126600893
"14",0.00362350655994953
"15",0.0190069429976423
"16",0.0238916067023638
"17",0.0332327130608227
"18",0.0304709282675523
