"","x"
"1",0.930895712711473
"2",0.0611400035249817
"3",0.0771587982528368
"4",-0.0253764547599604
"5",-0.108494540669976
"6",0.0137277708275332
"7",0.0133070328760779
"8",0.0136723343688891
"9",0.0040818970277169
"10",0.0251254275218755
